conversations
"[{'content': 'ما هو عنوان الكتاب الذي يظهر في طبعته الثانية؟', 'role': 'user'}
"[{'content': 'ما هو متوسط التغير السنوي في الحضور في كازينو كاليول عبر السنوات 2006-2010 إذا ثبتت دقة التوقعات لعام 2010؟ اختر من A، B، C، D و E. (A) انخفاض 47,500 (B) انخفاض 53,500 (C) زيادة 52,500 (D) زيادة 47,500 (E) زيادة 53,500', 'role': 'user'}
 {'content': 'د', 'role': 'assistant'}]"
"[{'content': 'ما هو الإنفاق على البحث والتطوير لعام 2008 (لأقرب 1,000)؟ اختر من A، B، C، D و E. (A) 2,235,000 (B) 2,613,000 (C) 2,503,000 (D) 2,483,000 (E) 2,305,000', 'role': 'user'}
 {'content': 'ج', 'role': 'assistant'}]"
"[{'content': 'أي خيار من A-E يجب أن يحل محل علامة الاستفهام ليتبع النمط الموجود فوق الخط الفاصل؟ (اختر من A-E) الخيارات: A) A B) B C) C D) D E) E', 'role': 'user'}
 {'content': 'ج', 'role': 'assistant'}]"
"[{'content': 'أي من العبارات التالية صحيحة؟ اختر من A، B، C، D و E. (A) امتلك الموظفون الحاليون والمديرون 40% من أسهم Leutts في 30 أبريل 2009 (B) كانت أكبر صفقة أسهم للمدير 1,440 سهمًا (C) امتلك المديرون 4,870 سهمًا في المجموع في 30 أبريل 2009 (D) امتلك Tobey Gilham أكبر عدد من الأسهم من أي مدير في 1 أبريل 2009 (E) كل مدير لديه أسهم أقل في 31 مايو 2009 مقارنة بـ 1 أبريل 2009', 'role': 'user'}
 {'content': 'ب', 'role': 'assistant'}]"
"[{'content': 'ما هو الهدف الفردي للمبيعات لكل غرفة مبيعات إذا كان الهدف السنوي موزعًا بالتساوي عبر 5 غرف مبيعات؟', 'role': 'user'}
 {'content': 'ج', 'role': 'assistant'}]"
"[{'content': 'أي خيار من A-E يجب أن يحل محل علامة الاستفهام ليتبع النمط الموجود فوق الخط الفاصل؟ (اختر من A-E)', 'role': 'user'}
 {'content': 'ب', 'role': 'assistant'}]"
"[{'content': 'ما هو الفرق المطلق بين المنطقة ذات الأداء الأدنى والأعلى (لأقرب مليون جنيه إسترليني) في السنة الحالية؟ الخيارات: A) 216 مليون B) 217 مليون C) 218 مليون D) 219 مليون E) 220 مليون', 'role': 'user'}
 {'content': 'ه', 'role': 'assistant'}]"
"[{'content': 'ما هي النسب لمبيعات المنطقة الوسطى: الشرقية للسنة السابقة مقارنة بالسنة الحالية؟ الخيارات: أ) 9:30 (السنة السابقة)؛ 3:11 (السنة الحالية) ب) 20:50 (السنة السابقة)؛ 3:11 (السنة الحالية) ج) 10:30 (السنة السابقة)؛ 5:11 (السنة الحالية) د) 11:29 (السنة السابقة)؛ 3:10 (السنة الحالية) هـ) 5:11 (السنة السابقة)؛ 11:29 (السنة الحالية)', 'role': 'user'}
 {'content': 'د', 'role': 'assistant'}]"
"[{'content': 'في أي سنة (أو سنوات) كان هناك فرق يزيد عن 3.3% في الناتج المحلي الإجمالي للفرد في فرنسا مقارنة بالمملكة المتحدة؟ اختر من A، B، C، D وE. (A) 2005، 2007 (B) 2006، 2008 (C) 2007، 2008 (D) 2008، 2005 (E) 2009، 2005', 'role': 'user'}
 {'content': 'د', 'role': 'assistant'}]"
"[{'content': 'أي من العبارات التالية خاطئة؟ الخيارات: أ) ألمانيا لديها أعلى ناتج محلي إجمالي من بين الدول المعروضة. ب) الناتج المحلي الإجمالي لألمانيا يزيد بنسبة تزيد عن 20% عن الناتج المحلي الإجمالي لفرنسا في عام 2009. ج) نطاق الناتج المحلي الإجمالي للفرد في المملكة المتحدة بين 2005-2009 هو 23,500-24,500. د) متوسط الناتج المحلي الإجمالي لكل دولة من الدول الخمس المعروضة هو 2.18 مليار. هـ) أدنى وأعلى ناتج محلي إجمالي للفرد هما 20,500 و25,700 على التوالي.', 'role': 'user'}
 {'content': 'ج', 'role': 'assistant'}]"
"[{'content': 'ما هي الدولتان اللتان كان لديهما أصغر فرق في الناتج المحلي الإجمالي للفرد في عام 2009؟ اختر من A، B، C، D و E. (A) المملكة المتحدة، إيطاليا (B) فرنسا، إيطاليا (C) ألمانيا، إيطاليا (D) إسبانيا، إيطاليا (E) إسبانيا، فرنسا', 'role': 'user'}
 {'content': 'أ', 'role': 'assistant'}]"
"[{'content': 'من بين المدن المعروضة، أيها كان لديها أقل عدد من الأشخاص تحت سن 15 في بداية عام 2000؟ الخيارات: A) برمنغهام B) غلاسكو C) ليفربول D) ليدز', 'role': 'user'}
 {'content': 'د', 'role': 'assistant'}]"
"[{'content': 'أي من الدول الموضحة كان لديها أعلى إنفاق على النقل العام للفرد في عام 2008؟ الخيارات: A) المملكة المتحدة B) الولايات المتحدة C) ألمانيا D) لا يمكن القول', 'role': 'user'}
 {'content': 'أ', 'role': 'assistant'}]"
"[{'content': 'الزوار القادمون من أي موقع كانوا الأكثر احتمالاً لإجراء عملية شراء على موقع newbags.com؟ اختر من A، B، C، وD. (A) موقع W (B) موقع X (C) موقع Y (D) موقع Z', 'role': 'user'}
 {'content': 'د', 'role': 'assistant'}]"
"[{'content': 'ما هو الشكل ثلاثي الأبعاد الذي يمكن تكوينه من الشبكة ثنائية الأبعاد عن طريق طيها بعيدًا عنك؟ الخيارات: أ) A ب) B ج) C د) D', 'role': 'user'}
 {'content': 'أ', 'role': 'assistant'}]"
"[{'content': 'أي شكل هو دوران للجسم؟ الخيارات: A) A B) B C) C D) D', 'role': 'user'}
 {'content': 'ج', 'role': 'assistant'}]"
"[{'content': 'أي من الأشكال الأربعة المقدمة (A، B، C، D) هو دوران للشكل الأول؟ الخيارات: A) A B) B C) C D) D', 'role': 'user'}
 {'content': 'ب', 'role': 'assistant'}]"
"[{'content': 'أي شكل ثلاثي الأبعاد يمكن تكوينه من الشبكة ثنائية الأبعاد عن طريق طيها بعيدًا عنك؟ الخيارات: أ) A ب) B ج) C د) D', 'role': 'user'}
 {'content': 'ب', 'role': 'assistant'}]"
"[{'content': 'أي شكل يمكن تكوينه من هذه الأشكال دون تغيير الحجم؟', 'role': 'user'}
 {'content': 'ج', 'role': 'assistant'}]"
"[{'content': 'ما هو الشكل ثلاثي الأبعاد الذي يمكن تكوينه من الشبكة ثنائية الأبعاد عن طريق طيها بعيدًا عنك؟', 'role': 'user'}
 {'content': 'أ', 'role': 'assistant'}]"
"[{'content': 'أي شكل ثلاثي الأبعاد يمكن تكوينه من الشبكة ثنائية الأبعاد عن طريق طيها بعيدًا عنك؟ الخيارات: أ) A ب) B ج) C د) D', 'role': 'user'}
 {'content': 'ب', 'role': 'assistant'}]"
"[{'content': 'أي شكل هو دوران للجسم؟ الخيارات: A) A B) B C) C D) D', 'role': 'user'}
 {'content': 'ب', 'role': 'assistant'}]"
"[{'content': 'أي شكل هو منظر علوي للشكل المعطى؟', 'role': 'user'}
 {'content': 'ب', 'role': 'assistant'}]"
"[{'content': 'أي شكل هو انعكاس للجسم؟ الخيارات: A) A B) B C) C D) D', 'role': 'user'}
 {'content': 'أ', 'role': 'assistant'}]"
"[{'content': 'أي شكل هو انعكاس للعنصر؟', 'role': 'user'}
 {'content': 'ب', 'role': 'assistant'}]"
"[{'content': 'أي شكل هو دوران للجسم؟', 'role': 'user'}
 {'content': 'ج', 'role': 'assistant'}]"
"[{'content': 'أي شكل هو انعكاس للجسم؟', 'role': 'user'}
 {'content': 'ب', 'role': 'assistant'}]"
"[{'content': 'أي شكل يناسب الأجسام، لتكوين مكعب؟ الخيارات: A) A B) B C) C D) D', 'role': 'user'}
 {'content': 'د', 'role': 'assistant'}]"
"[{'content': 'السؤال: تعرض الساعة الفضية الصغيرة الوقت على أنه 16:00. اختر من A، B و C. الخيارات: A) صحيح B) خطأ C) معلومات غير كافية', 'role': 'user'}
 {'content': 'الإجابة النهائية: ب', 'role': 'assistant'}]"
"[{'content': 'أي شكل يمكن تكوينه باستخدام القطع المعطاة فقط من خلال التدوير؟', 'role': 'user'}
 {'content': 'ب', 'role': 'assistant'}]"
"[{'content': 'ما هي المجموعة من القطع اللازمة لتشكيل الشكل المعطى؟', 'role': 'user'}
 {'content': 'أ', 'role': 'assistant'}]"
"[{'content': 'أي قطعة تطابق الشكل المعطى؟ الخيارات: A) A B) B C) C D) D', 'role': 'user'}
 {'content': 'ب', 'role': 'assistant'}]"
"[{'content': 'أي قطعة تناسب الشكل المعطى لتكوين دائرة؟', 'role': 'user'}
 {'content': 'أ', 'role': 'assistant'}]"
"[{'content': 'السؤال: الصمولة مشدودة جدًا. أسهل سيناريو لفك الصمولة سيكون: اختر من (A)، (B)، (C)، (D)، (E). (A) استخدام مفتاح ربط قصير والإمساك به عند النقطة A، (B) استخدام مفتاح ربط قصير والإمساك به عند النقطة B، (C) استخدام مفتاح ربط يمسك الصمولة بإحكام شديد، (D) استخدام مفتاح ربط طويل ولكن الإمساك به عند النقطة A، (E) استخدام مفتاح ربط طويل ولكن الإمساك به عند النقطة B.', 'role': 'user'}
 {'content': 'ه', 'role': 'assistant'}]"
"[{'content': 'سلسلة من العوارض متصلة كما هو موضح بالخيط. يتم دعمها جميعًا في نقطة المركز. كم تحتاج لتحريك النقطة A لرفع النقطة B بمقدار 12 سم؟ اختر من (A)، (B)، (C)، (D)، (E). (A) 4 سم، (B) 6 سم، (C) 8 سم، (D) 9 سم، (E) 12 سم.', 'role': 'user'}
 {'content': 'ه', 'role': 'assistant'}]"
"[{'content': 'التروس A تدور في اتجاه عقارب الساعة بسرعة 60 دورة في الدقيقة (RPM). أي من العبارات التالية صحيحة؟ اختر من A، B، C، D، وE. (A) التروس A، D وE تدور في اتجاه عقارب الساعة، (B) التروس B، D وE تدور عكس اتجاه عقارب الساعة، (C) جميع التروس تدور في اتجاه عقارب الساعة، (D) التروس B، D وF تدور عكس اتجاه عقارب الساعة، (E) جميع التروس باستثناء A تدور في اتجاه عقارب الساعة.', 'role': 'user'}
 {'content': 'د', 'role': 'assistant'}]"
"[{'content': 'ترس A يحتوي على 20 سنًا، B يحتوي على 10 أسنان و C يحتوي على 40 سنًا. إذا كان A يدور بسرعة 60 دورة في الدقيقة (RPM)، فما هي سرعة دوران C؟ اختر من A، B، C، D، و E. (A) 60RPM، (B) 30 RPM، (C) 120RPM (D) 70RPM، (E) 40RPM', 'role': 'user'}
 {'content': 'ب', 'role': 'assistant'}]"
"[{'content': 'التروس A أكبر بثلاث مرات من التروس B. ما هي المسافة التي سيقطعها المؤشر B وفي أي اتجاه؟ اختر من A، B، C، D، وE. (A) 60 مم في اتجاه عقارب الساعة، (B) 30 مم في اتجاه عقارب الساعة، (C) 20 مم في اتجاه عقارب الساعة، (D) 60 مم عكس اتجاه عقارب الساعة، (E) 20 مم عكس اتجاه عقارب الساعة.', 'role': 'user'}
 {'content': 'أ', 'role': 'assistant'}]"
"[{'content': 'ماذا سيحدث إذا تم تحريك النقطة C إلى الأسفل؟ الخيارات: A) يتحرك العارضة A-B لأعلى ولكن يبقى مستويًا، B) ينتهي A ليكون أقل من B، C) ينتهي A ليكون أعلى من B، D) ينخفض كل من A وB، E) يرتفع A وينخفض B.', 'role': 'user'}
 {'content': 'ج', 'role': 'assistant'}]"
"[{'content': 'بالنظر إلى أن كل جسم له نفس المساحة السطحية، أي منها هو الأكثر ديناميكية هوائية؟ (أ) A، (ب) B، (ج) C، (د) D، (هـ) من المستحيل تحديد ذلك', 'role': 'user'}
 {'content': 'أ', 'role': 'assistant'}]"
"[{'content': 'أي بالون يتعرض لأقل ضغط؟ (A) اليسار، (B) اليمين، (C) جميعهم يتعرضون لنفس القدر من الضغط، (D) من المستحيل تحديد ذلك', 'role': 'user'}
 {'content': 'أ', 'role': 'assistant'}]"
"[{'content': 'بالنظر إلى أن كل طائرة بدون طيار والشيء المرفق بها متطابقان، أي من الطائرات الثلاث هي الأكثر استقرارًا؟ (أ) A، (ب) B، (ج) C، (د) جميعها ستكون مستقرة بنفس القدر، (هـ) من المستحيل تحديد ذلك', 'role': 'user'}
